121, 64
121, 65
121, 66
122, 66
123, 66
124, 66
125, 66
126, 66
128, 66
127, 66
129, 66
130, 66
131, 66
132, 66
107, 66
108, 66
109, 66
110, 66
111, 66
112, 66
113, 66
114, 66
115, 66
116, 66
117, 66
118, 66
119, 66
120, 66
88, 55
89, 55
85, 55
84, 55
83, 55
82, 54
81, 54
80, 54
73, 59
74, 59
75, 59
76, 59
70, 66
70, 65
70, 64
70, 63
70, 62
70, 60
70, 59
69, 59
68, 59
65, 59
64, 59
63, 59
62, 59
61, 58
61, 59
54, 58
54, 59
55, 59
56, 59
57, 59
58, 59
59, 59
60, 59
49, 66
50, 66
51, 66
52, 66
53, 66
54, 66
55, 66
56, 66
57, 66
58, 66
59, 66
60, 66
61, 66
62, 66
63, 66
64, 66
65, 66
66, 66
67, 66
68, 66
69, 66
71, 66
72, 66
73, 66
74, 66
75, 66
76, 66
78, 66
79, 66
80, 66
81, 66
82, 66
83, 66
61, 60
61, 61
61, 62
61, 63
61, 64
61, 65
49, 65
49, 64
49, 63
49, 62
50, 62
51, 62
51, 60
51, 59
50, 59
49, 59
48, 59
47, 59
44, 59
43, 59
44, 60
44, 61
44, 62
44, 63
44, 65
44, 64
39, 65
39, 64
39, 63
39, 62
39, 61
39, 60
39, 59
40, 59
34, 59
34, 61
34, 62
34, 63
34, 64
34, 65
34, 60
35, 59
36, 59
33, 59
32, 59
31, 59
28, 59
27, 59
23, 59
24, 59
25, 59
26, 59
23, 60
23, 61
23, 62
23, 63
23, 64
23, 65
12, 57
13, 57
14, 57
15, 57
16, 57
17, 57
18, 57
19, 57
20, 58
20, 57
12, 55
13, 55
13, 49
13, 50
13, 51
13, 52
13, 53
13, 54
14, 55
15, 55
18, 55
19, 54
19, 55
20, 55
20, 54
20, 48
20, 49
20, 50
20, 51
20, 52
20, 53
21, 55
22, 55
25, 55
26, 55
27, 55
27, 48
27, 49
27, 50
27, 51
27, 52
27, 53
27, 54
28, 55
29, 55
33, 55
32, 55
35, 54
34, 55
34, 54
35, 53
35, 52
35, 51
35, 50
35, 49
35, 48
34, 48
38, 48
38, 48
38, 49
38, 50
38, 51
38, 52
38, 53
38, 54
39, 54
41, 54
42, 54
42, 48
42, 49
42, 50
42, 51
42, 52
42, 53
47, 48
47, 49
47, 50
47, 51
47, 52
47, 53
47, 54
45, 54
45, 52
45, 53
45, 50
45, 49
45, 48
38, 47
39, 47
40, 47
41, 47
42, 47
43, 47
44, 47
45, 47
46, 47
54, 48
54, 49
54, 50
54, 51
54, 52
54, 53
54, 54
48, 54
49, 54
50, 54
51, 54
55, 54
56, 54
57, 54
58, 54
59, 54
60, 54
61, 54
62, 54
63, 54
66, 55
67, 54
66, 54
68, 48
68, 49
68, 50
68, 51
75, 48
75, 49
75, 50
75, 51
76, 51
76, 52
82, 48
82, 49
82, 51
82, 50
82, 52
82, 53
85, 66
86, 66
87, 66
88, 66
89, 66
34, 36
34, 35
34, 34
33, 34
33, 32
34, 31
34, 30
34, 32
26, 29
27, 29
28, 29
29, 29
30, 29
31, 29
32, 29
33, 29
34, 29
26, 17
27, 17
28, 17
29, 17
30, 17
31, 17
32, 17
33, 17
34, 17
34, 18
26, 21
27, 21
28, 21
29, 21
30, 21
31, 21
32, 21
33, 21
34, 21
34, 22
34, 23
34, 24
34, 25
34, 26
36, 10
36, 11
36, 12
36, 13
36, 14
36, 15
38, 15
37, 15
41, 17
40, 17
42, 17
43, 17
44, 17
45, 17
46, 17
47, 17
47, 16
47, 10
47, 11
47, 12
47, 13
47, 14
47, 15
51, 18
51, 17
52, 17
53, 17
54, 17
55, 17
51, 20
51, 21
38, 22
38, 23
38, 24
38, 25
38, 26
38, 27
38, 28
38, 29
39, 29
40, 29
41, 29
42, 29
43, 29
43, 28
43, 27
43, 26
43, 25
43, 24
43, 22
43, 23
40, 21
41, 21
42, 21
43, 21
46, 21
47, 21
47, 20
44, 29
45, 29
46, 29
47, 29
48, 29
48, 21
49, 21
50, 21
52, 21
53, 21
54, 21
55, 21
49, 29
50, 29
51, 29
52, 29
53, 29
54, 29
55, 29
38, 31
39, 31
40, 31
41, 31
41, 32
41, 34
41, 35
41, 36
38, 32
38, 33
38, 34
38, 35
38, 36
38, 37
51, 30
51, 31
52, 33
53, 33
54, 33
55, 33
51, 36
51, 35
51, 33
40, 50
40, 49
40, 48
108, 50
108, 49
108, 48
112, 50
112, 49
112, 48
115, 49
68, 54
69, 54
69, 54
70, 54
73, 54
74, 54
75, 54
76, 54
77, 54
78, 54
86, 29
87, 29
88, 29
93, 29
94, 29
94, 30
94, 31
94, 32
94, 33
94, 34
94, 35
94, 36
95, 29
99, 29
100, 29
100, 30
100, 31
100, 32
100, 33
100, 34
100, 35
100, 36
107, 29
108, 28
109, 27
110, 27
111, 27
112, 27
113, 27
114, 27
115, 27
107, 32
107, 33
108, 33
109, 33
110, 33
111, 33
113, 33
112, 33
114, 33
115, 33
107, 35
107, 36
103, 35
103, 36
